employee_id,first_name,last_name,title,department,birth_date,hire_date,address,city,country,postal_code,phone,email,salary,performance_rating,reports_to
456,Robert,Davidson,HR Executive,Human Resources,1985-10-01,2021-10-15,4538 Diana Springs,New York,USA,33487,321-701-7509x6170,helen91@example.net,70351,4.65,10.0
457,Mary,Hayes,Data Engineer,IT,1983-06-01,2023-12-05,7475 Jeremy Extension Apt. 567,Vancouver,Canada,61009,867-777-2266x02562,hamiltonlisa@example.org,169972,3.68,2.0
458,Sophia,Robinson,Sales Representative,Sales,1975-11-02,2021-08-23,7245 Andrew Lock,Chicago,USA,21251,784-333-7976x6270,bentonjanice@example.net,57182,3.04,1.0
459,Joe,Harding,Operations Manager,Operations,1985-03-31,2013-12-18,7042 Mccoy Spur,Vancouver,Canada,81566,(291)992-8455x25971,robert35@example.net,72759,4.25,2.0
460,Rachel,Schultz,Sales Executive,Sales,1981-06-11,2026-05-22,8595 Rachel Islands Apt. 993,Chennai,India,33150,997.905.8162x9518,carl63@example.com,45178,3.78,4.0
461,Melanie,Brown,SEO Specialist,Marketing,1975-04-18,2017-09-29,05597 Kristen Island,Chennai,India,64031,598-833-9914x03884,ahaynes@example.com,86569,4.41,2.0
462,Douglas,Johnson,Operations Executive,Operations,1983-04-26,2015-01-12,57276 Brittney Trace Suite 147,Manchester,UK,36670,397.242.9250,angela52@example.com,48794,3.11,7.0
463,Anthony,Hamilton,Software Engineer,IT,1991-01-29,2020-11-30,2590 Nguyen Throughway Apt. 802,New York,USA,65601,712-721-8231,christopher51@example.com,110539,4.17,3.0
464,Bryan,Butler,Operations Executive,Operations,1992-10-24,2020-10-30,281 Shane Crescent Suite 330,Seattle,USA,85010,+1-780-803-7003x32285,wsmith@example.com,90973,2.53,8.0
465,Elizabeth,Terry,Accountant,Finance,1999-01-20,2011-12-16,39033 Smith Squares,Manchester,UK,11068,001-658-626-3280,william23@example.net,66637,4.37,5.0
466,James,Hurst,HR Manager,Human Resources,1982-12-30,2017-03-31,47079 Harris Creek Apt. 613,Seattle,USA,26734,001-294-639-4570x39438,robinsonhenry@example.com,62824,3.81,5.0
467,Stacey,Price,SEO Specialist,Marketing,1979-08-07,2020-01-21,6927 Hoffman Heights Apt. 191,New York,USA,00536,4903040476,richardsondebbie@example.com,68601,2.64,10.0
468,Joshua,Valdez,Accountant,Finance,1990-12-05,2012-11-06,14247 David Roads Apt. 720,Chennai,India,15257,937-398-4409,jasonsanders@example.com,63487,4.74,2.0
469,Tyler,Rivas,Sales Representative,Sales,1967-08-05,2012-03-09,09014 Higgins Flats Suite 043,Hyderabad,India,31279,001-370-709-6873x045,ihoover@example.org,56026,2.61,6.0
470,Rachel,Barber,Financial Analyst,Finance,1990-12-16,2022-10-05,5629 Watson Key,Toronto,Canada,38832,(478)765-6194,debbie78@example.net,104967,3.06,4.0
471,Matthew,Hull,HR Executive,Human Resources,1976-09-26,2012-04-13,582 Tiffany Turnpike,Vancouver,Canada,27477,001-661-461-8808x190,gabriellafrench@example.com,82456,3.43,9.0
472,Jessica,Robles,Finance Manager,Finance,1973-07-07,2017-02-03,639 Brady Spurs Apt. 372,Seattle,USA,91457,001-330-581-7214x36438,smithkenneth@example.org,56019,4.89,2.0
473,Kimberly,Jones,Customer Success Manager,Customer Support,1978-03-12,2025-08-20,1656 Heidi Hills Suite 653,Vancouver,Canada,40318,(999)879-9070x75504,hendersonbrenda@example.com,56449,2.72,8.0
474,Norman,Estes,Accountant,Finance,1998-12-03,2012-01-08,4811 Jennifer Stravenue,New York,USA,83246,676-953-9705,christinadavis@example.net,89834,4.35,4.0
475,Michelle,Norman,Cloud Engineer,IT,1974-04-18,2021-08-26,82749 Solis Plain Apt. 491,Vancouver,Canada,92017,572.974.2049x56121,ywright@example.net,171267,4.44,9.0
476,Nicholas,Turner,Sales Executive,Sales,1977-07-30,2024-09-11,9737 Craig Dam,Bangalore,India,17802,001-899-907-7560x8581,ramirezangela@example.com,41566,3.08,6.0
477,Christopher,Rich,Sales Manager,Sales,1970-02-10,2012-08-30,6832 Andrew Corners Apt. 378,New York,USA,49432,+1-247-512-9618,dylananderson@example.net,64659,4.62,5.0
478,Nathan,Dixon,Data Engineer,IT,1992-02-23,2011-09-30,84980 Beard Dam,Seattle,USA,42382,473.837.7731,thomasdavid@example.net,125026,3.73,1.0
479,Kathleen,Woods,Sales Representative,Sales,1975-06-15,2026-03-17,236 Pace Views,Chennai,India,34903,(906)805-6035x67932,johnboyd@example.com,55169,4.74,9.0
480,Carol,Butler,SEO Specialist,Marketing,1970-08-31,2018-12-01,205 Long Mountain,Vancouver,Canada,85719,448-995-4787x69899,christopher75@example.net,50564,3.95,9.0
481,Crystal,King,Sales Manager,Sales,2000-09-27,2022-01-15,4983 Mcintosh Islands Apt. 935,Mumbai,India,40654,458.664.4963,gloriaward@example.net,77212,2.66,3.0
482,James,Ford,HR Manager,Human Resources,2003-03-08,2017-01-07,43395 Paige Valleys,Chennai,India,65637,(336)674-9785x249,levylisa@example.com,97482,3.48,6.0
483,Jacob,Villa,HR Executive,Human Resources,1965-10-12,2012-09-08,8948 Gonzalez Center Suite 791,Manchester,UK,62939,(665)412-2150x01418,frostgloria@example.org,49894,4.86,3.0
484,Ashley,Smith,Sales Representative,Sales,1968-04-10,2022-10-15,446 Jerry River Suite 853,Seattle,USA,20385,2894532638,duncanchristina@example.com,69462,3.67,7.0
485,Cody,Bruce,HR Executive,Human Resources,1998-08-24,2013-09-04,79223 Rodriguez Garden,Chicago,USA,88471,469-896-7331x1677,wjohnson@example.com,74616,3.27,5.0
486,Travis,Clarke,Finance Manager,Finance,1979-07-08,2023-01-04,0789 Massey Rest Apt. 521,Seattle,USA,79269,001-562-863-3556x434,ryu@example.net,89874,4.57,10.0
487,Heidi,Chavez,Customer Success Manager,Customer Support,1982-03-02,2022-07-15,9556 Travis Stream,Seattle,USA,58870,(516)245-3454x72239,wdiaz@example.org,44720,2.73,4.0
488,Ruth,Davis,Software Engineer,IT,1971-09-06,2023-08-02,1847 Kelly Walks,Manchester,UK,57634,423-664-2813x190,kmcmahon@example.org,158759,3.25,3.0
489,Susan,Morrison,Customer Success Manager,Customer Support,1966-09-23,2025-04-19,14281 Tran Land,New York,USA,95293,(228)223-0524,dtaylor@example.com,51374,2.74,2.0
490,David,Hensley,Sales Representative,Sales,1976-03-02,2025-12-16,473 Thompson Creek Apt. 290,Hyderabad,India,09292,(720)847-8768x8687,alexandra62@example.net,54567,2.83,7.0
491,Linda,Clark,Data Analyst,IT,1999-07-25,2013-09-14,1966 Evans Burg Suite 730,London,UK,28756,(827)992-4632x03747,nwatson@example.com,176528,2.69,2.0
492,Susan,Sanchez,Support Engineer,Customer Support,1974-06-07,2018-08-18,145 Michael Lights,Mumbai,India,86147,(619)445-8870x71553,gaydustin@example.net,41027,4.76,6.0
493,Brian,Hicks,Marketing Executive,Marketing,2003-10-10,2016-02-22,76597 Howell Haven Suite 089,Seattle,USA,16661,976.680.8981x265,douglasherman@example.org,56009,4.81,7.0
494,Preston,Williams,Sales Executive,Sales,1991-09-06,2016-03-31,23693 Lloyd Drive Suite 894,Vancouver,Canada,28106,4129047137,millersteve@example.com,84775,3.57,6.0
495,Taylor,Huber,HR Manager,Human Resources,1990-11-18,2026-01-10,582 Drake Tunnel Apt. 306,Bangalore,India,63860,558-547-6094x412,stevenhernandez@example.org,74229,4.71,1.0
496,Michael,Newton,Marketing Manager,Marketing,2002-06-15,2020-02-29,541 Francisco Orchard Apt. 506,Chennai,India,53706,(526)870-5514x37769,satkinson@example.org,81089,3.7,2.0
497,Erik,Murphy,Accountant,Finance,1976-10-11,2017-04-10,11102 Vasquez Course Apt. 007,Manchester,UK,23775,6247559102,williamsbrandi@example.org,76143,4.11,9.0
498,Sandra,Clarke,SEO Specialist,Marketing,1965-07-28,2025-07-13,1494 Marie Haven Apt. 179,Hyderabad,India,34577,(781)479-3406,wpatrick@example.net,68534,3.7,8.0
499,Desiree,Briggs,Marketing Manager,Marketing,1986-05-29,2016-07-20,45337 Jacqueline Camp Apt. 091,Manchester,UK,19857,572-921-4559,portiz@example.net,56784,2.57,10.0
500,Briana,Pineda,Customer Success Manager,Customer Support,2003-02-17,2023-12-19,0526 Michael Causeway,Hyderabad,India,04613,462-277-6572x565,stephanieperry@example.com,38839,4.52,8.0
